Description,Price,ModleName,Carrier,Brand,FormFactor,Memory,OperatingSystem,Color,Cellular,SimCount,Year,AdditionalComponents,SellerStore,StoreLink,ProductLink
"Ulefone Armor 11T 5G Rugged Smartphones Unlocked, Thermal Imaging Camera, Android 11, 8GB + 256GB Waterproof Phone, 48MP Triple Camera, 6.1 inch FHD, NFC, 5200mAh QI 10W Wireless Charging, T-Mobile",,Ulefone Armor 11T,Unlocked for All Carriers,Ulefone,Smartphone,8 GB,Android 11,Black,5G,Dual SIM,2021.0,,Ulefone Store,https://www.amazon.com/stores/UlefonePhone/page/61DDA142-C23C-4CF9-8ADA-4BBB6B775310?ref_=ast_bln,https://www.amazon.com//Ulefone-Smartphones-Unlocked-Waterproof-Wireless/dp/B097R9JN1G/ref=sr_1_100?keywords=used+phones&qid=1646080930&sr=8-100
"Kudoo Unlocked Cell Phones IP12 PRO+ Unlocked Smartphone Dual SIM 6.26inch Waterdrop Screen Quad-Core Android Smart Phone 1GB RAM + 8GB ROM | 2MP + 5MP | Fingerprint Lock & Face ID,GPS,WIFI(Black)",$107.79,,Unlocked,Kudoo,Smartphone,8 GB,Android 5.1,Black,3G,Dual SIM,,Earphone,oo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Kudoo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A0675039350DZEM3VJT6C&url=%2FUnlocked-Smartphone-Waterdrop-Quad-Core-Fingerprint%2Fdp%2FB08XTN9JZV%2Fref%3Dsr_1_101_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080930%26sr%3D8-101-spons%26psc%3D1&qualifier=1646080930&id=8973407015023863&widgetName=sp_btf
"Unlocked Cell Phone，Y99 Android Smartphone, 5.75-inch IPS Full-Screen，Dual SIM Card，2GB RAM 16GB ROM，Only Supports Dual SIM Card Frequency Band of 3GWCDMA ：850/2100MHZ（Black）",$58.99,Y99,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Black,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A056680916S6GF7BHHLB1&url=%2FPhone%25EF%25BC%258CY99-Smartphone-5-75-inch-Full-Screen%25EF%25BC%258CDual-2100MHZ%25EF%25BC%2588Black%25EF%25BC%2589%2Fdp%2FB09KN5DNQP%2Fref%3Dsr_1_102_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080930%26sr%3D8-102-spons%26psc%3D1&qualifier=1646080930&id=8973407015023863&widgetName=sp_btf
"Rugged Smartphone, OUKITEL 5G Unlocked for All Carriers Cell Phone WP10, 48MP Sony Camera(Support Shooting 4K Video) 8GB +128GB 8000mAh Battery IP68 & IP69K Protection 6.67 Inch FHD Screen (Orange)",$399.99,OUKITEL WP10,Unlocked for All Carriers,OUKITEL,Rugged Smartphone,128 GB,Android 10.0,Orange,5G,,2021.0,"Adapter, USB Cable",OUKITEL Store,https://www.amazon.com/stores/OUKITEL/page/4B8FF6E5-9AB1-4551-9F56-B7727F85AAB3?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A05597342LG4P4YKJ42TF&url=%2FSmartphone-OUKITEL-Unlocked-Carriers-Protection%2Fdp%2FB08Z32C5RM%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080934%26sr%3D8-97-spons%26psc%3D1&qualifier=1646080934&id=2022290615624278&widgetName=sp_atf_next
"Unlocked Cell Phone, 4GB+128GB Android 10, Support T-Mobile Me​​troPCS Straight Talk, OUKITEL 2021 Dual SIM Smartphone C22 5.86 Inch HD Screen+Rear 3 Camera Face & Fingerprint ID| (Green)",$169.99,OUKITEL-C22,T-Mobile,OUKITEL,Small and thin,128 GB,Android 10.0,Green,4G,Dual SIM,2021.0,,OUKITEL Store,https://www.amazon.com/stores/OUKITEL/page/4B8FF6E5-9AB1-4551-9F56-B7727F85AAB3?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A08542571N3TEV3OKEWJI&url=%2FUnlocked-OUKITEL-Smartphone-C22-Fingerprint%2Fdp%2FB08XB7MPDB%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080934%26sr%3D8-98-spons%26psc%3D1&qualifier=1646080934&id=2022290615624278&widgetName=sp_atf_next
"Cell Phone for Seniors 4G/LTE Unlocked, Tianhoo Senior Cell Phone Unlocked, Dual Card Dual Standby, SOS Button, 4G Senior Phone Unlocked with Charging Dock Speaker (Black)",,,Unlocked for All Carriers,TIANHOO,,64 GB,,Black,4G,,,"Adapter, USB Cable",TIANHOO Store,https://www.amazon.com/stores/TIANHOO/page/BF3B0023-2A98-4720-950B-E700A0DFCC3E?ref_=ast_bln,https://www.amazon.com//Seniors-Unlocked-Tianhoo-Standby-Charging/dp/B08FYKH7X6/ref=sr_1_99?keywords=used+phones&qid=1646080934&sr=8-99
"Samsung Galaxy A32 (5G) 64GB A326U (T-Mobile/Sprint Unlocked) 6.5"" Display Quad Camera Long Lasting Battery Smartphone - Black (Renewed)",$215.99,A32 5G,T-Mobile,Samsung Electronics,Smartphone,64 GB,Android 11,Black,5G,Single SIM,2021.0,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-A32-T-Mobile-Smartphone/dp/B09B1NY84G/ref=sr_1_100?keywords=used+phones&qid=1646080934&sr=8-100
"Samsung Galaxy S8, 64GB, Coral Blue - Fully Unlocked (Renewed)",$164.60,Galaxy S8,Unlocked,Samsung Electronics,Smartphone,64 GB,Android,Coral Blue,2G,,,"Adapter, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-Unlocked-64GB-Refurbished/dp/B078N87QFD/ref=sr_1_101?keywords=used+phones&qid=1646080934&sr=8-101
"UMIDIGI A11 Pro Max Unlocked Cell Phone, with Sony Camera, 6.8"" FHD Full View Screen, 5150mAh Battery Android 11 Smartphone with Dual SIM (4G LTE) (A11 Pro Max 8+128G, Mist Blue)",$269.99,A11 Pro Max,Unlocked for All Carriers,UMIDIGI,Smartphone,128 GB,Android 11,Mist Blue,4G,Dual SIM,2021.0,,UMIDIGI Store,https://www.amazon.com/stores/UMIDIGI/page/0E4AFF25-3144-4A17-8A04-7424875685E8?ref_=ast_bln,https://www.amazon.com//UMIDIGI-A11-Pro-Max-Smartphone/dp/B09FDL9P4C/ref=sr_1_102?keywords=used+phones&qid=1646080934&sr=8-102
Nokia G10 | Android 11 | Unlocked Smartphone | 3-Day Battery | Dual SIM | US Version | 3/32GB | 6.52-Inch Screen | 13MP Triple Camera | Polar Night,$149.00,G10,Unlocked,Nokia,Bar,512 GB,Android 11,Polar Night,LTE,Dual SIM,2021.0,,ia,https://www.amazon.com/Nokia/b/ref=bl_dp_s_web_2530015011?ie=UTF8&node=2530015011&field-lbr_brands_browse-bin=Nokia,https://www.amazon.com//Nokia-Android-Unlocked-Smartphone-6-52-Inch/dp/B093QPTSK7/ref=sr_1_103?keywords=used+phones&qid=1646080934&sr=8-103
"SAMSUNG Galaxy Z Fold 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Tablet 2-in-1 Foldable Dual Screen Under Display Camera 256GB Storage, Phantom Black (Renewed)","$1,279.99",,,,,,,,,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//SAMSUNG-Galaxy-Unlocked-Smartphone-Foldable/dp/B09G2BN89Q/ref=sr_1_104?keywords=used+phones&qid=1646080934&sr=8-104
"SAMSUNG Galaxy S21 Ultra 5G | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 108MP High Res | 128GB, Phantom Silver (SM-G998UZSAXAA) - (Renewed)",$909.00,S21 Ultra,Unlocked for All Carriers,Samsung Electronics,Smartphone,128 GB,Android,Phantom Silver,5G,,2021.0,SIM Tray Ejector,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Galaxy-S21-Ultra-5G-SM-G998UZSAXAA/dp/B092SRFJSH/ref=sr_1_105?keywords=used+phones&qid=1646080934&sr=8-105
"(Renewed) Apple iPhone 11 Pro, 64GB, Space Gray - Unlocked",$444.99,IPhone 11 Pro,Unlocked,Apple,Smartphone,64 GB,IOS,Space Gray,4G,Single SIM,2018.0,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-64GB-Space-Gray/dp/B07ZPKZSSC/ref=sr_1_106?keywords=used+phones&qid=1646080934&sr=8-106
"Unlocked Cell Phone, A50S-Reno5pro+ Android Smartphone, 6.52-inch IPS Full-Screen，1GB RAM 16GB ROM，Supports 3GWCDMA : 850/900/1900/2100MHZ SIM Card Frequency Band（Blue）",$77.77,A50S,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Blue,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0189315105YG9FHEORL4&url=%2FA50S-Reno5pro-Smartphone-6-52-inch-Full-Screen%25EF%25BC%258C1GB-ROM%25EF%25BC%258CSupports%2Fdp%2FB09CMBRQNZ%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080934%26sr%3D8-107-spons%26psc%3D1&qualifier=1646080934&id=2022290615624278&widgetName=sp_mtf
"Unlocked Cell Phone, N93 Android Smartphone，Supports The SIM Card Frequency Band of 3GWCDMA：850/2100MHZ，Dual SIM Card，5.75-inch Full-Screen，1G RAM 8GB ROM，Front and Rear Cameras，Black",$57.77,,Unlocked for All Carriers,Aderroo,Smartphone,8 GB,,Black,3G,,,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A095731932RY868T6GY2B&url=%2FSmartphone%25EF%25BC%258CSupports-2100MHZ%25EF%25BC%258CDual-Card%25EF%25BC%258C5-75-inch-Full-Screen%25EF%25BC%258C1G-Cameras%25EF%25BC%258CBlack%2Fdp%2FB09C1NG6LD%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080934%26sr%3D8-108-spons%26psc%3D1&qualifier=1646080934&id=2022290615624278&widgetName=sp_mtf
"(Renewed) Apple iPhone 11 Pro Max, US Version, 64GB, Gold - Unlocked",$555.00,IPhone 11 Pro Max,Unlocked,Apple,Smartphone,64 GB,IOS,Gold,4G,Single SIM,2018.0,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-Pro-64GB-Gold/dp/B07ZQSNZ56/ref=sr_1_109?keywords=used+phones&qid=1646080934&sr=8-109
"TCL A30 Unlocked Smartphone with 5.5"" HD+ Display, 8MP Rear Camera, 32GB+3GB RAM, 3000mAh Battery, Android 11, Prime Black",,TCL A30,Unlocked for All Carriers,TCL,Smartphone,32 GB,Android 11,Prime Black,4G,,,"Adapter, USB Cable",TCL Store,https://www.amazon.com/stores/TCL/page/0BC8946D-897E-41F0-837E-F776CEDFD8B3?ref_=ast_bln,https://www.amazon.com//TCL-Unlocked-Smartphone-Display-3000mAh/dp/B09B79YT3S/ref=sr_1_110?keywords=used+phones&qid=1646080934&sr=8-110
Nokia 5.4 | Android 10 | Unlocked Smartphone | 2-Day Battery | Dual SIM | US Version | 4/128GB | 6.39-Inch Screen | 48MP Quad Camera | Dusk,,5.4,Unlocked,Nokia,Bar,4 GB,Android 10.0,Dusk,4G,Dual SIM,2020.0,,ia,https://www.amazon.com/Nokia/b/ref=bl_dp_s_web_2530015011?ie=UTF8&node=2530015011&field-lbr_brands_browse-bin=Nokia,https://www.amazon.com//Nokia-Android-Unlocked-Smartphone-6-39-Inch/dp/B08SV6KJTT/ref=sr_1_111?keywords=used+phones&qid=1646080934&sr=8-111
TracFone Carrier-Locked LG Classic Flip 4G LTE Prepaid Flip Phone- Black - 4GB - Sim Card Included – CDMA,$109.97,Classic Flip,Tracfone,LG,Smartphone,4 GB,Android,Black,LTE,,2019.0,LG Classic Flip phone Charger Battery Activation Card Services Guide,LG Store,https://www.amazon.com/stores/LGElectronicsSTG/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,https://www.amazon.com//Tracfone-Carrier-Locked-Classic-Prepaid-Phone/dp/B088N6KHHD/ref=sr_1_112?keywords=used+phones&qid=1646080934&sr=8-112
"Unlocked Smartphones, EL 6C Cell Phones, 2022 Android Phone, 4G Smartphones with Free Dual SIM Quad Core, 5.5 inch IPS Full-Screen Dual SIM Slot, Face Recognition. (Blue)",$79.99,6-C,Unlocked for All Carriers,Xgody,Smartphone,16 GB,Android 8.1,Blue,,,,,Xgody Store,https://www.amazon.com/stores/Xgody/page/F8090749-375F-4C7D-8091-9D026278B221?ref_=ast_bln,https://www.amazon.com//Unlocked-Smartphones-Android-Full-Screen-Recognition/dp/B09MTL5ZTS/ref=sr_1_113?keywords=used+phones&qid=1646080934&sr=8-113
"Vbestlife IP12 PRO+ Unlocked Android Smartphone,6.26"" Waterdrop Full Screen Dual SIM Cell Phone,Ultra Thin Mobile Phone Supports Face Fingerprint Unlocking,Quad Core CPU,Triple Rear Camera(Gold)",$109.99,,Unlocked,Vbestlife,Smartphone,128 GB,Android 8.1,Gold,3G,Dual SIM,,Earphone,stlife,https://www.amazon.com/Vbestlife/b/ref=bl_dp_s_web_18238986011?ie=UTF8&node=18238986011&field-lbr_brands_browse-bin=Vbestlife,https://www.amazon.com//Vbestlife-Smartphone-Waterdrop-Fingerprint-Unlocking/dp/B08XM9T5HV/ref=sr_1_114?keywords=used+phones&qid=1646080934&sr=8-114
"Samsung Galaxy A52 (5G) 128GB A526U (T-Mobile/Sprint Unlocked) 6.5"" Display Quad Camera Smartphone - Black (Renewed)",$349.99,AT&T Unlocked Samsung A52 5G (A526U),Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Black,5G,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-T-Mobile-Unlocked-Display-Smartphone/dp/B093WYVSX2/ref=sr_1_115?keywords=used+phones&qid=1646080934&sr=8-115
Samsung Galaxy S9 G960U Verizon + GSM Unlocked 64GB (Midnight Black),,Galaxy S9,Verizon,Samsung Electronics,Smartphone,64 GB,,Black,2G,,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Verizon-Unlocked-Midnight/dp/B07J2Q68N4/ref=sr_1_116?keywords=used+phones&qid=1646080934&sr=8-116
"Mini Smartphone iLight 11 Pro The World's Smallest 11 Pro Android Mobile Phone, Super Small Micro 2.5"" Touch Screen Global Unlocked Great for Kids 1GB RAM / 8GB ROM Tiny iPhone XI Pro Look Alike",$79.90,,Unlocked for All Carriers,ILight,Smartphone,8 GB,Android 6.0,,"3G, 2G",,,Screen Protector,ght,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=iLight,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A09240182HIA6SAJ48SVY&url=%2FSmartphone-iLight-11-Pro-Smallest%2Fdp%2FB091JHNTNH%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080934%26sr%3D8-117-spons%26psc%3D1&qualifier=1646080934&id=2022290615624278&widgetName=sp_btf
"Vbestlife IP12 PRO+ Unlocked Android Smartphone,6.26"" Waterdrop Full Screen Dual SIM Cell Phone,Ultra Thin Mobile Phone Supports Face Fingerprint Unlocking,Quad Core CPU,Triple Rear Camera(Black)",$109.99,,Unlocked,Vbestlife,Smartphone,128 GB,Android 5.1,Black,3G,Dual SIM,,Earphone,stlife,https://www.amazon.com/Vbestlife/b/ref=bl_dp_s_web_18238986011?ie=UTF8&node=18238986011&field-lbr_brands_browse-bin=Vbestlife,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A084639032NOUM6NDB5QS&url=%2FVbestlife-Smartphone-Waterdrop-Fingerprint-Unlocking%2Fdp%2FB08XM6WG6H%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080934%26sr%3D8-118-spons%26psc%3D1&qualifier=1646080934&id=2022290615624278&widgetName=sp_btf
"Mini Smartphone iLight 7+ The World's Smallest 7S Android Mobile Phone, Super Small Tiny Micro 2.4"" Touch Screen Global Unlocked Great for Kids 1GB RAM / 8GB ROM Tiny iPhone 7Plus Look Alike",$89.90,IPhone 7 Plus,Unlocked,ILight,Smartphone,8 GB,Android 6.0,,"4G, 3G, 2G",,,,ght,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=iLight,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A0635462YKI9QH08TVHA&url=%2FSmartphone-iLight-Smallest-Android-Unlocked%2Fdp%2FB08BX1VK38%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080937%26sr%3D8-113-spons%26psc%3D1&qualifier=1646080937&id=6262553104797902&widgetName=sp_atf_next
"Unlocked Cell Phone, 4GB+128GB Android 10, Support T-Mobile Me​​troPCS Straight Talk, OUKITEL 2021 Dual SIM Smartphone C22 5.86 Inch HD Screen+Rear 3 Camera Face & Fingerprint ID|Black",$169.99,OUKITEL-C22,T-Mobile,OUKITEL,Smartphone,128 GB,Android 10.0,Black,4G,Dual SIM,2021.0,,OUKITEL Store,https://www.amazon.com/stores/OUKITEL/page/4B8FF6E5-9AB1-4551-9F56-B7727F85AAB3?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A0854381ZS5ORPGLI5ZU&url=%2FUnlocked-OUKITEL-Smartphone-C22-Fingerprint%2Fdp%2FB08XB3ZBWR%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080937%26sr%3D8-114-spons%26psc%3D1&qualifier=1646080937&id=6262553104797902&widgetName=sp_atf_next
Kyocera DuraXV LTE E4610 Verizon Wireless Rugged Waterproof Flip Phone (Renewed),$179.99,DuraXV,Verizon,Kyocera,Flip,16 GB,,,4G,Single SIM,,,zon Renewed,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Kyocera-Wireless-Waterproof-Certified-Refurbished/dp/B07FNZ85WF/ref=sr_1_115?keywords=used+phones&qid=1646080937&sr=8-115
"Apple iPhone 12 Mini, 128GB, Blue - Fully Unlocked (Renewed)",$580.00,IPhone 12 Mini,Unlocked,Apple,Smartphone,128 GB,,Blue,"5G, 2G",,,"Adapter, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-Mini-128GB-Blue/dp/B08PNMBYZ4/ref=sr_1_116?keywords=used+phones&qid=1646080937&sr=8-116
"Xgody Mate10+ Smartphone Unlocked, Android 8.1 Cell Phones Cheap, Dual Sim-Free Mobile Phones with 5.5 inch HD Display, Dual 5MP Beauty Cameras + 8GB ROM (Blue)",$64.99,Mate10+,AT&T,Xgody,Smartphone,8 GB,Android,Blue,"3G, 2G",Dual SIM,,"Adapter, Screen Protector, USB Cable",Xgody Store,https://www.amazon.com/stores/Xgody/page/F8090749-375F-4C7D-8091-9D026278B221?ref_=ast_bln,https://www.amazon.com//Xgody-Smartphone-Unlocked-Android-Sim-Free/dp/B08NF29GL7/ref=sr_1_117?keywords=used+phones&qid=1646080937&sr=8-117
"Unlocked Smartphones, Blackview A80, 4G Dual sim Unlocked Cell Phones, Bundle Android 10 OS 2GB+16GB ROM, 6.2"" HD+, Fingerprint Face Detection, 4200mAh high Capacity Battery, T-Mobile Phone Unlocked",$109.99,SC-US-A80B-Black,T-Mobile,Blackview,Smartphone,16 GB,Android 10.0,A80-Black,4G,Dual SIM,,,Blackview Store,https://www.amazon.com/stores/Blackview/page/DB55EAAF-0A66-49A7-8F07-A2A0A47C9248?ref_=ast_bln,https://www.amazon.com//Unlocked-Smartphones-Blackview-Fingerprint-Detection/dp/B08YN5PRNG/ref=sr_1_118?keywords=used+phones&qid=1646080937&sr=8-118
"Apple iPhone 12 Pro Max, 128GB, Graphite - Unlocked (Renewed Premium)",$979.00,IPhone 12 Pro Max,Unlocked,Apple,Smartphone,128 GB,IOS 12,Graphite,LTE,,,"SIM Tray Ejector, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-12-Pro-Max/dp/B09JFSMFB5/ref=sr_1_119?keywords=used+phones&qid=1646080937&sr=8-119
"Unlocked Smartphones Ulefone Note 9P, 16MP + 5MP + 2MP, Dual Sim Phones Unlocked, Android 11 4GB+64GB ROM, 6.52"" FHD, Fingerprint Face Detection, 4500mAh high Capacity Battery, T-Mobile - Blue",$149.99,Ulefone Note 9P,AT&T,Ulefone,Smartphone,64 GB,Android 11,Blue,4G,Dual SIM,2020.0,,Ulefone Store,https://www.amazon.com/stores/UlefonePhone/page/61DDA142-C23C-4CF9-8ADA-4BBB6B775310?ref_=ast_bln,https://www.amazon.com//Smartphones-Ulefone-Note-9P-Fingerprint/dp/B08BC4NGMR/ref=sr_1_120?keywords=used+phones&qid=1646080937&sr=8-120
Unlocked Samsung Galaxy Note 20 5G - 128GB - Mystic Green - SM-N981UZGAXAA (Renewed),$670.00,Galaxy Note,Unlocked,Samsung Electronics,Slate,128 GB,Android 10.0,Green,5G,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-Unlocked-Mystic-Renewed/dp/B093ZCPS14/ref=sr_1_121?keywords=used+phones&qid=1646080937&sr=8-121
"OnePlus Nord N200 | 5G Unlocked Android Smartphone U.S Version | 6.49"" Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera,Blue Quantum",$239.99,N200,Unlocked,OnePlus,Bar,4 GB,"Android 11, OxygenOS",Blue Quantum,5G,,2021.0,"OnePlus Nord N200 5G , Charge Adapter, Type-C Cable, Safety Information, SIM Tray Ejector",OnePlus Store,https://www.amazon.com/stores/OnePlus/page/DE8A8620-9A54-4832-96B0-3284E24E9A3A?ref_=ast_bln,https://www.amazon.com//OnePlus-Unlocked-Android-Smartphone-Charging/dp/B07XWGWPH5/ref=sr_1_122?keywords=used+phones&qid=1646080937&sr=8-122
"Unlocked Cell Phone, N93 Android Smartphone，Supports The SIM Card Frequency Band of 3GWCDMA：850/2100MHZ，Dual SIM Card，5.75-inch Full-Screen，1G RAM 8GB ROM，Front and Rear Cameras，Blue",$57.77,N93,Unlocked for All Carriers,Aderroo,Smartphone,8 GB,Android,Blue,3G,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A09574192MHS6J8HTRCQN&url=%2FN93-Smartphone%25EF%25BC%258CSupports-2100MHZ%25EF%25BC%258CDual-Card%25EF%25BC%258C5-75-inch-Full-Screen%25EF%25BC%258C1G%2Fdp%2FB09C1NW2CT%2Fref%3Dsr_1_123_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080937%26sr%3D8-123-spons%26psc%3D1&qualifier=1646080937&id=6262553104797902&widgetName=sp_mtf
"Unlocked Cell Phone, A50S-Reno5pro+ Android Smartphone, 6.52-inch IPS Full-Screen，1GB RAM 16GB ROM，Supports 3GWCDMA : 850/900/1900/2100MHZ SIM Card Frequency Band（Black）",$77.77,A50S,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Black,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A01895032F4OSKHTZ6MSF&url=%2FA50S-Reno5pro-Smartphone-6-52-inch-Full-Screen%25EF%25BC%258C1GB-ROM%25EF%25BC%258CSupports%2Fdp%2FB09CMB7XBK%2Fref%3Dsr_1_124_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080937%26sr%3D8-124-spons%26psc%3D1&qualifier=1646080937&id=6262553104797902&widgetName=sp_mtf
"Cubot Note 20 Pro 8GB/128GB Unlocked Phone, Smartphone with 6.5 Inch Dewdrop, Four Rear Camera, 4200mAh Battery, Android 10, 4G Dual SIM, NFC, GPS, WiFi (Green)",$159.99,69241367,T-Mobile,CUBOT,Smartphone,8 GB,Android 10.0,Green-8+128GB,4G,Dual SIM,2020.0,,CUBOT Store,https://www.amazon.com/stores/CUBOT/page/FCD70902-39D6-4517-BB6F-15C8A1F3DAC5?ref_=ast_bln,https://www.amazon.com//Pro-Unlocked-Smartphone-Dewdrop-4200mAh/dp/B08QZFHPHK/ref=sr_1_125?keywords=used+phones&qid=1646080937&sr=8-125
